Symbol,Price~,Type,Strike,Expires,DTE,"Bid x Size","Ask x Size",Trade,Size,Side,Premium,Volume,"Open Int",IV,Delta,Code,*,Time
ZS,227.71,Put,280,2026-01-16T16:30:00-06:00,17,"50.80 x 151","53.45 x 109",53.45,1110,ask,5932900,11965,594,69.46%,-0.9066300587,MLFT,N/A,"15:36:29 ET"
COST,865.9424,Put,1080,2026-01-16T16:30:00-06:00,17,"210.85 x 15","218.90 x 16",215.1,275,mid,5915200,325,33,57.48%,-0.962202681,SLFT,ToOpen,"14:32:46 ET"
NFLX,93.855,Put,104,2026-01-02T16:30:00-06:00,3,"8.30 x 75","10.95 x 50",10.95,5350,ask,5858200,15260,1941,112.38%,-0.8303933166,MLFT,N/A,"15:46:45 ET"
PG,143.9036,Put,160,2026-01-16T16:30:00-06:00,17,"15.60 x 488","17.25 x 499",16.35,3555,mid,5812400,3556,857,32.45%,-0.9311283155,SLFT,ToOpen,"14:33:16 ET"
NOW,154.37,Put,204,2026-01-16T16:30:00-06:00,17,"48.60 x 275","51.50 x 294",51.5,1120,ask,5768000,4470,270,104.78%,-0.8697334109,MLFT,N/A,"15:46:25 ET"
CRCL,80.04,Put,200,2026-01-16T16:30:00-06:00,17,"112.00 x 800","122.25 x 511",112,510,bid,5712000,1825,261,0.00%,0,MLFT,N/A,"15:41:58 ET"
META,666.56,Put,745,2026-01-16T16:30:00-06:00,17,"76.20 x 91","80.35 x 93",80.35,710,ask,5704800,1049,79,39.10%,-0.9018287295,MLFT,BuyToOpen,"15:42:50 ET"
COIN,234.1483,Put,340,2026-06-18T16:30:00-05:00,170,"112.05 x 207","114.05 x 312",114.05,500,ask,5702500,500,925,60.56%,-0.7664426892,MLFT,N/A,"10:47:08 ET"
ADBE,353.811,Put,480,2026-01-16T16:30:00-06:00,17,"123.00 x 30","130.00 x 41",126.55,450,mid,5694700,450,46,74.66%,-0.9702759689,SLFT,ToOpen,"14:32:24 ET"
MSTR,156.32,Put,335,2026-01-16T16:30:00-06:00,17,"177.40 x 46","179.50 x 5",177.4,320,bid,5676800,320,44,145.78%,-0.995230877,MLFT,SellToOpen,"15:46:50 ET"
COST,867.15,Put,945,2026-01-16T16:30:00-06:00,17,"75.55 x 2","81.90 x 15",75.55,750,bid,5666200,752,76,25.95%,-0.9425099766,MLFT,SellToOpen,"15:39:15 ET"
STZ,139.74,Put,210,2026-01-16T16:30:00-06:00,17,"69.20 x 8","72.40 x 10",70.7,800,mid,5656000,800,122,104.32%,-0.9560210975,SLFT,ToOpen,"14:33:06 ET"
RITM,11.075,Call,10,2026-01-16T16:30:00-06:00,17,"1.05 x 50","1.25 x 810",1.25,45000,ask,5625000,66420,3130,63.77%,0.78763949420052,MLFT,BuyToOpen,"15:49:23 ET"
RITM,11.075,Call,8,2026-01-16T16:30:00-06:00,17,"2.50 x 290","4.00 x 201",2.5,22500,bid,5625000,22600,33,143.87%,0.88368385290744,MLFT,SellToOpen,"15:49:23 ET"
NOW,154.26,Put,184,2026-01-16T16:30:00-06:00,17,"28.60 x 256","31.50 x 290",30,1860,mid,5580000,5660,478,51.00%,-0.9448280936,SLFT,N/A,"14:33:23 ET"
META,666.56,Put,730,2026-01-16T16:30:00-06:00,17,"61.80 x 135","65.15 x 89",65.14,850,mid,5536900,8939,928,33.03%,-0.8959299046,MLFT,N/A,"15:42:50 ET"
CRM,265.93,Put,340,2026-01-16T16:30:00-06:00,17,"72.30 x 31","75.75 x 31",73.7,750,mid,5527500,1500,74,0.00%,0,SLFT,N/A,"15:21:47 ET"
CHTR,209.49,Put,320,2026-01-16T16:30:00-06:00,17,"106.80 x 78","113.30 x 57",110.4,500,mid,5520000,1620,110,0.00%,0,MLFT,N/A,"15:44:19 ET"
CRM,266.13,Put,340,2026-01-16T16:30:00-06:00,17,"72.10 x 31","75.75 x 31",73.6,750,mid,5519900,750,74,54.54%,-0.9860161327,SLFT,ToOpen,"14:33:50 ET"
CRM,266.08,Put,320,2026-01-16T16:30:00-06:00,17,"52.30 x 31","55.65 x 31",54.07,1020,mid,5515100,3020,99,46.16%,-0.9714240536,MLFT,N/A,"15:37:20 ET"
CHTR,209.94,Put,320,2026-01-16T16:30:00-06:00,17,"106.80 x 77","113.30 x 26",110.23,500,mid,5511500,500,110,95.71%,-0.9790403452,MLFT,ToOpen,"14:32:36 ET"
META,666.56,Put,775,2026-01-16T16:30:00-06:00,17,"105.75 x 38","110.20 x 30",110.2,500,ask,5510000,1185,46,48.26%,-0.9222154541,MLFT,N/A,"15:42:50 ET"
AGNC,10.805,Call,9,2026-01-16T16:30:00-06:00,17,"1.79 x 2","2.19 x 2792",1.79,30780,bid,5509600,131188,2278,92.20%,0.84457938234702,MLFT,N/A,"15:53:02 ET"
LULU,211.4,Put,280,2026-01-16T16:30:00-06:00,17,"66.45 x 21","73.00 x 21",68.75,800,mid,5500000,800,87,67.53%,-0.9751834048,SLFT,ToOpen,"14:33:36 ET"
NFLX,93.77,Put,100,2026-01-09T16:30:00-06:00,10,"6.20 x 138","6.55 x 707",6.25,8800,mid,5500000,8915,979,33.66%,-0.8722853065,MLFT,ToOpen,"09:59:39 ET"
NOW,154.18,Put,184,2026-01-16T16:30:00-06:00,17,"28.60 x 249","31.50 x 300",30,1830,mid,5490000,7490,478,48.75%,-0.9548266011,SLFT,N/A,"15:23:07 ET"
TTD,38.315,Put,85,2026-01-16T16:30:00-06:00,17,"45.40 x 622","47.15 x 487",45.65,1200,mid,5478000,1200,204,0.00%,0,SLFT,ToOpen,"14:33:00 ET"
NOW,154.26,Put,196,2026-01-16T16:30:00-06:00,17,"40.60 x 256","43.50 x 284",42.1,1300,mid,5473000,1940,165,64.93%,-0.9544790617,SLFT,ToOpen,"14:33:21 ET"
MSFT,488.33,Put,525,2026-01-16T16:30:00-06:00,17,"34.80 x 169","38.30 x 180",36.37,1500,mid,5455400,2590,708,0.00%,0,MLFT,N/A,"14:33:29 ET"
AAPL,273.165,Call,230,2027-01-15T16:30:00-06:00,381,"61.25 x 329","61.65 x 54",61.25,887,bid,5432800,1065,8950,29.80%,0.79184183759821,MLET,N/A,"15:54:18 ET"
TMUS,203.985,Put,260,2026-01-16T16:30:00-06:00,17,"54.85 x 81","57.45 x 100",54.85,990,bid,5430100,3340,163,56.82%,-0.9759510899,MLFT,N/A,"15:41:04 ET"
SBUX,85.455,Put,110,2026-01-16T16:30:00-06:00,17,"23.15 x 352","26.55 x 361",24.61,2200,mid,5414200,5705,521,99.10%,-0.8581578341,MLFT,N/A,"14:33:10 ET"
CRWV,74.155,Put,120,2026-01-16T16:30:00-06:00,17,"45.10 x 514","46.25 x 344",46.25,1170,ask,5411200,3502,609,133.16%,-0.9395960174,MLFT,N/A,"15:42:28 ET"
SBUX,85.455,Put,110,2026-01-16T16:30:00-06:00,17,"23.15 x 352","26.55 x 361",25.7,2105,mid,5409800,5705,521,99.10%,-0.8581578341,SLFT,N/A,"14:33:12 ET"
COIN,232.672,Put,400,2026-03-20T16:30:00-05:00,80,"163.65 x 59","171.20 x 54",163.65,330,bid,5400400,520,59,62.98%,-0.9816858528,MLFT,SellToOpen,"15:39:10 ET"
NOW,154.26,Put,192,2026-01-16T16:30:00-06:00,17,"36.60 x 253","39.40 x 282",38,1420,mid,5396000,4220,345,60.45%,-0.951842812,SLFT,N/A,"14:33:23 ET"
CVNA,430.47,Put,495,2026-01-09T16:30:00-06:00,10,"62.05 x 5","65.90 x 5",64.21,840,mid,5393600,840,78,42.87%,-0.9801870433,MLFT,ToOpen,"15:42:32 ET"
NOW,154.37,Put,184,2026-01-16T16:30:00-06:00,17,"28.60 x 259","31.50 x 301",28.98,1860,mid,5390200,9350,478,54.72%,-0.9274914604,MLFT,N/A,"15:46:25 ET"
META,667.12,Put,775,2026-01-16T16:30:00-06:00,17,"105.75 x 26","111.45 x 25",107.55,500,mid,5377500,685,46,39.21%,-0.967158078,SLFT,ToOpen,"14:33:33 ET"
CRM,265.93,Put,320,2026-01-16T16:30:00-06:00,17,"52.30 x 31","55.65 x 31",53.7,1000,mid,5370000,2000,99,0.00%,0,SLFT,N/A,"15:21:47 ET"
CRM,266.13,Put,320,2026-01-16T16:30:00-06:00,17,"52.10 x 31","55.65 x 31",53.6,1000,mid,5360000,1000,99,39.57%,-0.9939892002,SLFT,ToOpen,"14:33:50 ET"
MRNA,30.84,Put,165,2026-01-16T16:30:00-06:00,17,"132.50 x 745","135.50 x 552",133.97,400,mid,5358800,2000,463,0.00%,0,MLFT,N/A,"14:33:32 ET"
SBUX,85.455,Put,115,2026-01-16T16:30:00-06:00,17,"27.75 x 255","31.20 x 363",29.62,1800,mid,5331600,10380,851,85.07%,-0.9368015051,MLFT,N/A,"14:33:10 ET"
GNRC,138.3326,Put,180,2026-01-16T16:30:00-06:00,17,"40.20 x 10","43.70 x 10",41.8,1275,mid,5329500,1275,161,0.00%,0,SLFT,ToOpen,"14:33:43 ET"
HUBS,404.605,Put,700,2026-01-16T16:30:00-06:00,17,"293.10 x 16","299.50 x 18",293.1,180,bid,5275800,180,26,104.47%,-0.9965174262,MLFT,SellToOpen,"15:43:35 ET"
AMT,176.3444,Put,220,2026-01-16T16:30:00-06:00,17,"41.90 x 5","45.60 x 6",43.9,1200,mid,5268000,1200,154,54.83%,-0.9647253884,SLFT,ToOpen,"14:32:28 ET"
TGT,97.5397,Put,140,2026-01-16T16:30:00-06:00,17,"40.70 x 201","44.25 x 199",42.05,1250,mid,5256200,6075,485,64.28%,-0.9943296341,MLFT,N/A,"15:41:39 ET"
COST,867.15,Put,965,2026-01-16T16:30:00-06:00,17,"94.30 x 15","101.00 x 15",101,520,ask,5252000,1020,51,39.76%,-0.8880732954,MLFT,N/A,"15:39:54 ET"
NOW,154.26,Put,204,2026-01-16T16:30:00-06:00,17,"48.60 x 253","51.50 x 282",50,1050,mid,5250000,3350,270,73.47%,-0.9586392122,SLFT,N/A,"14:33:23 ET"
AVGO,350.75,Put,420,2026-01-16T16:30:00-06:00,17,"67.90 x 30","70.90 x 31",70.9,740,ask,5246600,740,62,61.28%,-0.9050839851,MLFT,BuyToOpen,"15:36:32 ET"
NFLX,93.855,Put,109,2026-01-16T16:30:00-06:00,17,"14.75 x 85","17.25 x 66",17.25,3040,ask,5244000,13106,1232,85.95%,-0.7613871942,MLFT,N/A,"15:46:45 ET"
TGT,97.7776,Put,165,2026-01-16T16:30:00-06:00,17,"65.65 x 84","69.30 x 90",67.5,775,mid,5231200,850,86,126.55%,-0.9620971608,SLFT,ToOpen,"14:33:05 ET"
NKE,61.165,Put,87.5,2026-01-16T16:30:00-06:00,17,"24.55 x 480","27.55 x 396",26.1,2000,mid,5220000,2000,228,111.97%,-0.9137332165,SLFT,ToOpen,"14:33:24 ET"
UPS,99.76,Put,115,2026-01-16T16:30:00-06:00,17,"14.10 x 496","16.65 x 451",15.75,3300,mid,5197500,3300,404,47.71%,-0.9074582122,SLFT,ToOpen,"14:32:54 ET"
NKE,61.124,Put,75,2026-01-16T16:30:00-06:00,17,"13.50 x 593","15.05 x 489",14.25,3600,mid,5130000,3600,3611,69.76%,-0.9003555244,SLFT,N/A,"15:37:39 ET"
HD,346.682,Put,410,2026-01-16T16:30:00-06:00,17,"62.65 x 31","65.35 x 31",63.9,800,mid,5112000,1145,74,39.85%,-0.9748511836,SLFT,ToOpen,"14:33:40 ET"
NFLX,93.9,Put,122,2026-01-16T16:30:00-06:00,17,"27.20 x 492","29.45 x 492",27.94,1820,mid,5085000,9765,656,73.07%,-0.9472385858,MLFT,N/A,"15:45:54 ET"
COIN,232.672,Put,410,2026-03-20T16:30:00-05:00,80,"173.65 x 58","181.20 x 53",175.11,290,mid,5078100,290,24,65.38%,-0.9820145517,MLFT,ToOpen,"15:39:10 ET"
SEZL,65.5729,Put,150,2026-01-16T16:30:00-06:00,17,"82.50 x 5","85.80 x 11",85.73,590,mid,5058000,590,209,251.90%,-0.8958909456,MLFT,ToOpen,"15:44:45 ET"
NOW,154.37,Put,192,2026-01-16T16:30:00-06:00,17,"36.60 x 286","39.40 x 296",36.6,1370,bid,5014200,5590,345,63.36%,-0.9410251237,MLFT,N/A,"15:46:25 ET"
FIG,37.62,Put,95,2026-01-16T16:30:00-06:00,17,"55.50 x 858","58.10 x 680",55.67,900,mid,5010300,900,755,0.00%,0,MLFT,ToOpen,"15:43:56 ET"
AMZN,231.9475,Put,255,2026-01-16T16:30:00-06:00,17,"22.45 x 253","24.00 x 256",23.33,2140,mid,4992600,2210,503,30.25%,-0.929934098,MLFT,ToOpen,"15:37:04 ET"
COST,865.9424,Put,965,2026-01-16T16:30:00-06:00,17,"96.10 x 16","103.55 x 16",99.85,500,mid,4992500,500,51,31.71%,-0.9466024108,SLFT,ToOpen,"14:32:46 ET"
UNH,332.46,Put,510,2026-01-16T16:30:00-06:00,17,"176.00 x 41","180.70 x 46",178.15,280,mid,4988200,1810,68,101.15%,-0.9693356247,SLFT,N/A,"15:38:01 ET"
SBUX,85.455,Put,100,2026-01-16T16:30:00-06:00,17,"13.90 x 371","14.75 x 212",14.65,3400,mid,4981000,10897,1857,0.00%,0,MLFT,N/A,"14:33:10 ET"
UNH,332.4,Put,510,2026-01-16T16:30:00-06:00,17,"176.00 x 45","178.15 x 19",177.4,280,mid,4967200,2820,68,0.00%,0,SLFT,N/A,"15:38:13 ET"
UNH,332.3304,Put,510,2026-01-16T16:30:00-06:00,17,"174.80 x 45","180.30 x 45",177.3,280,mid,4964400,560,68,104.51%,-0.9642571469,SLFT,N/A,"12:27:00 ET"
UNH,332.3304,Put,510,2026-01-16T16:30:00-06:00,17,"174.80 x 45","180.30 x 45",176.6,280,mid,4944800,560,68,104.51%,-0.9642571469,SLFT,N/A,"12:27:12 ET"
CVNA,430.47,Put,500,2026-01-09T16:30:00-06:00,10,"66.80 x 5","70.80 x 6",66.8,740,bid,4943200,740,66,0.00%,0,MLFT,SellToOpen,"15:42:32 ET"
PLTR,182.84,Put,200,2026-01-02T16:30:00-06:00,3,"16.90 x 16","17.15 x 20",17.15,2875,ask,4930600,2943,752,0.00%,0,MLFT,BuyToOpen,"14:33:14 ET"
UNH,332.46,Put,500,2026-06-18T16:30:00-05:00,170,"162.95 x 40","171.65 x 40",162.95,300,bid,4888500,300,48,0.00%,0,MLFT,SellToOpen,"15:36:26 ET"
ZS,227.71,Put,300,2026-01-16T16:30:00-06:00,17,"70.80 x 81","73.40 x 91",70.8,690,bid,4885200,1690,96,0.00%,0,MLFT,N/A,"15:36:29 ET"
PG,143.9036,Put,155,2026-01-16T16:30:00-06:00,17,"10.30 x 441","12.00 x 442",11.3,4315,mid,4875900,4315,1119,23.63%,-0.9248992754,SLFT,ToOpen,"14:33:16 ET"
TGT,97.7776,Put,130,2026-01-16T16:30:00-06:00,17,"30.65 x 191","34.30 x 218",32.5,1500,mid,4875000,1500,270,74.82%,-0.9529378992,SLFT,ToOpen,"14:33:05 ET"
CHTR,209.67,Put,320,2026-01-16T16:30:00-06:00,17,"106.80 x 78","113.30 x 57",113.3,430,ask,4871900,1120,110,145.48%,-0.8841667199,MLFT,N/A,"15:38:13 ET"
COIN,232.672,Put,410,2026-01-16T16:30:00-06:00,17,"173.65 x 71","179.85 x 76",173.65,280,bid,4862200,580,28,0.00%,0,MLFT,N/A,"15:39:10 ET"
NOW,154.37,Put,200,2026-01-16T16:30:00-06:00,17,"44.60 x 262","47.50 x 294",44.6,1090,bid,4861400,4270,265,73.81%,-0.9426767964,MLFT,N/A,"15:46:25 ET"
MSTR,156.257,Put,480,2026-01-16T16:30:00-06:00,17,"322.40 x 46","324.90 x 46",323.7,150,mid,4855500,390,15,0.00%,0,SLFT,N/A,"15:50:50 ET"
SNOW,222.21,Put,280,2026-01-16T16:30:00-06:00,17,"54.25 x 146","60.25 x 152",54.37,890,mid,4838900,1830,155,0.00%,0,MLFT,N/A,"15:43:06 ET"
IDYA,34.17,Call,25,2026-01-16T16:30:00-06:00,17,"8.00 x 127","12.50 x 37",10.72,4500,mid,4824000,4500,4889,83.74%,0.96627693713688,MLCT,N/A,"12:24:53 ET"
AAPL,273.165,Call,220,2026-01-16T16:30:00-06:00,17,"53.50 x 145","54.10 x 1137",54.1,887,ask,4798600,1483,22373,35.03%,0.99807197837893,MLET,N/A,"15:54:18 ET"
NOW,154.37,Put,208,2026-01-16T16:30:00-06:00,17,"52.60 x 279","55.50 x 293",52.6,910,bid,4786600,3175,185,82.43%,-0.9476026202,MLFT,N/A,"15:46:25 ET"
NOW,154.18,Put,180,2026-01-16T16:30:00-06:00,17,"24.60 x 248","27.40 x 300",26,1835,mid,4771000,3670,445,43.89%,-0.9508176108,SLFT,N/A,"15:23:07 ET"
NOW,154.26,Put,180,2026-01-16T16:30:00-06:00,17,"24.60 x 257","27.40 x 287",26,1835,mid,4771000,1835,445,45.98%,-0.9392741137,SLFT,ToOpen,"14:33:23 ET"
NOW,154.26,Put,200,2026-01-16T16:30:00-06:00,17,"44.60 x 253","47.50 x 287",46,1030,mid,4738000,3180,265,69.27%,-0.9567158747,SLFT,N/A,"14:33:23 ET"
PDD,113.975,Put,150,2026-01-16T16:30:00-06:00,17,"34.00 x 192","37.90 x 151",34.09,1380,mid,4704400,7675,500,0.00%,0,MLFT,N/A,"15:46:01 ET"
PG,144.0699,Put,155,2026-01-16T16:30:00-06:00,17,"10.30 x 497","12.00 x 464",10.9,4315,mid,4703300,8630,1119,23.71%,-0.9204780874,SLFT,N/A,"15:23:15 ET"
COIN,234.1483,Put,300,2026-12-18T16:30:00-06:00,353,"91.20 x 322","93.95 x 198",93.05,500,mid,4652500,500,1530,58.60%,-0.5521531181,MLFT,N/A,"10:47:08 ET"
FIG,37.62,Put,100,2026-01-16T16:30:00-06:00,17,"60.35 x 889","62.70 x 561",60.35,770,bid,4646900,770,604,0.00%,0,MLFT,SellToOpen,"15:43:56 ET"
PDD,113.975,Put,140,2026-01-16T16:30:00-06:00,17,"24.00 x 150","28.00 x 152",24,1930,bid,4632000,5660,767,0.00%,0,MLFT,N/A,"15:46:01 ET"
MSTR,156.15,Put,340,2026-02-20T16:30:00-06:00,52,"182.20 x 25","184.65 x 2",184.65,250,ask,4616200,250,24,118.04%,-0.9454867076,MLFT,BuyToOpen,"15:45:04 ET"
SNOW,222.33,Put,280,2026-01-16T16:30:00-06:00,17,"54.25 x 157","60.25 x 153",57.29,800,mid,4583200,800,155,0.00%,0,MLFT,ToOpen,"14:33:09 ET"
TGT,97.5397,Put,145,2026-01-16T16:30:00-06:00,17,"45.65 x 183","49.25 x 201",49.25,920,ask,4531000,5720,617,145.39%,-0.864992078,MLFT,N/A,"15:41:39 ET"
AMT,176.5801,Put,210,2026-01-16T16:30:00-06:00,17,"32.60 x 13","34.80 x 14",34.25,1320,mid,4521000,3321,254,57.18%,-0.9098715199,MLFT,N/A,"15:36:15 ET"
RITM,11.075,Call,10,2026-02-20T16:30:00-06:00,52,"0.05 x 1400","2.45 x 564",2,22500,mid,4500000,22501,199,91.98%,0.6696061455693,MLFT,ToOpen,"15:49:23 ET"
ADBE,353.08,Put,580,2026-01-16T16:30:00-06:00,17,"223.00 x 40","229.90 x 40",223.75,200,mid,4475000,1185,60,0.00%,0,MLFT,N/A,"15:35:27 ET"
"Downloaded from Barchart.com as of 12-31-2025 01:24pm CST"
